customer_id,segment_name,recency_days,frequency_180d,monetary_180d,R_score,F_score,M_score,RFM_score,return_rate_180d,avg_discount_pct_180d,avg_rating_180d,category_diversity_180d,ticket_count_90d,negative_ticket_rate_90d,avg_resolution_hours_90d,sessions_30d,campaign_clicks_30d,email_opens_30d,last_visit_days_ago,churn_next_60d,split,support_complaint_score,engagement_score,discount_dependency,loyalty_tier_encoded,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,marketing_consent
CUST00034,High-Value but Unhappy,50,2,1460.21,3,3,4,10,0.0,0.185,4.5,2,1,1.0,23.6,7,2,8,0,0,train,0.6666666666666666,0.34339452704158585,0.185,2.0,Tier 2,25-34,Marketplace,Gold,Hair Care,Yes
CUST00035,At-Risk Customers,127,1,779.74,2,1,3,6,0.0,0.12,4.0,1,0,0.0,0.0,6,0,8,25,1,train,0.0,0.23965783236371468,0.12,1.0,Tier 2,18-24,Google Search,Silver,Hair Care,Yes
CUST00036,Champions,27,4,1737.33,4,5,4,13,0.25,0.365,2.75,4,1,0.0,27.9,0,0,0,14,1,train,0.16666666666666666,0.0,0.365,1.0,Tier 3,18-24,Referral,Silver,Makeup,Yes
CUST00037,At-Risk Customers,102,1,435.83,2,1,2,5,0.0,0.43,3.0,1,0,0.0,0.0,5,0,3,28,0,train,0.0,0.1750075414781297,0.43,0.0,Tier 1,35-44,Influencer,,Makeup,Yes
CUST00038,Loyal Customers,51,3,1955.61,3,5,5,13,0.0,0.317,3.67,3,1,0.0,21.9,5,0,5,14,0,train,0.16666666666666666,0.1730144365438483,0.317,0.0,Tier 3,35-44,Marketplace,,Baby Care,Yes
CUST00039,Potential Loyalists,15,2,1173.55,5,3,3,11,0.0,0.21,3.5,2,0,0.0,0.0,6,1,3,4,0,train,0.0,0.18189549666020252,0.21,0.0,Tier 2,25-34,Instagram,,Wellness,Yes
CUST00040,At-Risk Customers,154,1,634.73,1,1,2,4,0.0,0.38,5.0,1,0,0.0,0.0,1,0,1,42,1,train,0.0,0.030261150614091792,0.38,0.0,Tier 3,18-24,Instagram,,Fragrance,Yes
CUST00041,Other,54,1,366.99,3,1,1,5,0.0,0.44,5.0,1,0,0.0,0.0,5,2,4,22,1,train,0.0,0.2047532859297565,0.44,1.0,Tier 3,25-34,Referral,Silver,Hair Care,Yes
CUST00042,At-Risk Customers,87,5,4306.0,2,5,5,12,0.0,0.2,3.4,4,2,0.5,9.65,3,2,7,14,0,train,0.5833333333333333,0.20528463693169574,0.2,1.0,Tier 1,35-44,Organic,Silver,Hair Care,Yes
CUST00043,New Customers,24,1,363.01,4,1,1,6,0.0,0.43,5.0,1,0,0.0,0.0,3,0,0,0,0,test,0.0,0.062890756302521,0.43,2.0,Tier 2,45+,Influencer,Gold,Baby Care,No
CUST00044,Other,72,1,899.51,3,1,3,7,0.0,0.29,4.0,1,0,0.0,0.0,6,2,4,10,0,test,0.0,0.2468653307476837,0.29,0.0,Tier 2,35-44,Google Search,,Baby Care,Yes
CUST00045,At-Risk Customers,96,1,413.75,2,1,2,5,0.0,0.33,4.0,1,0,0.0,0.0,6,1,3,10,1,train,0.0,0.17517280758457227,0.33,0.0,Tier 1,25-34,Referral,,Skin Care,Yes
CUST00046,At-Risk Customers,127,1,489.87,2,1,2,5,0.0,0.13,3.0,1,0,0.0,0.0,7,0,10,29,1,train,0.0,0.3181521223874165,0.13,2.0,Tier 1,25-34,Referral,Gold,Baby Care,Yes
CUST00047,Lost Customers,204,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,2,1,3,36,1,train,0.0,0.11540810170221935,0.0,2.0,Tier 1,25-34,Organic,Gold,Baby Care,Yes
CUST00048,Loyal Customers,61,4,2450.45,3,5,5,13,0.25,0.312,3.25,3,0,0.0,0.0,12,0,0,12,0,validation,0.0,0.24119887955182073,0.312,1.0,Tier 1,25-34,Marketplace,Silver,Makeup,No
CUST00049,New Customers,8,1,380.83,5,1,2,8,0.0,0.47,5.0,1,0,0.0,0.0,4,1,3,0,0,train,0.0,0.1461307907778496,0.47,0.0,Tier 1,25-34,Marketplace,,Hair Care,Yes
CUST00050,High-Value but Unhappy,0,2,2026.54,5,3,5,13,0.5,0.3,2.5,2,0,0.0,0.0,3,1,3,0,0,train,0.0,0.13245011850894203,0.3,2.0,Tier 3,25-34,Referral,Gold,Hair Care,Yes
CUST00051,Lost Customers,210,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,6,2,8,35,1,train,0.0,0.30142253824606763,0.0,0.0,Tier 3,35-44,Instagram,,Skin Care,Yes
CUST00052,Potential Loyalists,55,2,1820.53,3,3,4,10,0.0,0.19,4.0,2,0,0.0,0.0,7,0,0,8,1,train,0.0,0.17447619047619048,0.19,1.0,Tier 1,35-44,Marketplace,Silver,Skin Care,No
CUST00053,Champions,25,3,2063.87,4,5,5,14,0.0,0.457,4.67,2,1,1.0,56.1,9,1,3,5,0,validation,0.6666666666666666,0.24968821374703723,0.457,1.0,Tier 2,25-34,Instagram,Silver,Baby Care,Yes
CUST00054,New Customers,6,1,489.85,5,1,2,8,0.0,0.25,5.0,1,0,0.0,0.0,3,0,0,0,0,train,0.0,0.07283473389355742,0.25,0.0,Tier 1,35-44,Referral,,Hair Care,Yes
CUST00055,Champions,3,3,1308.35,5,5,4,14,0.0,0.247,4.0,2,0,0.0,0.0,6,2,7,0,0,train,0.0,0.2898840767076061,0.247,0.0,Tier 3,25-34,Marketplace,,Makeup,Yes
CUST00056,Champions,9,3,3150.69,5,5,5,15,0.0,0.287,4.0,2,1,0.0,19.9,3,0,0,0,0,validation,0.16666666666666666,0.0778767507002801,0.287,0.0,Tier 2,35-44,Google Search,,Wellness,No
CUST00057,At-Risk Customers,136,1,1713.34,2,1,4,7,0.0,0.14,3.0,1,0,0.0,0.0,7,1,9,29,1,train,0.0,0.2648069381598793,0.14,0.0,Tier 2,25-34,Google Search,,Hair Care,Yes
CUST00058,New Customers,42,1,644.61,4,1,2,7,0.0,0.21,4.0,1,0,0.0,0.0,2,4,8,6,0,test,0.0,0.24305839258780432,0.21,0.0,Tier 1,25-34,Google Search,,Baby Care,Yes
CUST00059,Potential Loyalists,2,2,1447.55,5,3,4,12,0.0,0.32,4.0,1,0,0.0,0.0,3,0,0,2,0,test,0.0,0.07115406162464985,0.32,1.0,Tier 1,25-34,Google Search,Silver,Hair Care,Yes
CUST00060,At-Risk Customers,145,1,293.22,2,1,1,4,0.0,0.36,5.0,1,0,0.0,0.0,5,0,0,20,1,train,0.0,0.13703081232492997,0.36,0.0,Tier 1,25-34,Instagram,,Skin Care,No
CUST00061,Champions,14,3,1632.4,5,5,4,14,0.0,0.407,4.67,3,1,1.0,23.6,4,1,2,15,0,train,0.6666666666666666,0.1613430295195001,0.407,0.0,Tier 3,35-44,Referral,,Skin Care,Yes
CUST00062,Champions,21,3,2295.98,4,5,5,14,0.0,0.247,4.67,3,0,0.0,0.0,9,1,7,0,0,train,0.0,0.3141893988364577,0.247,1.0,Tier 3,25-34,Referral,Silver,Skin Care,Yes
CUST00063,Lost Customers,216,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,0,0,3,24,1,train,0.0,0.03461538461538461,0.0,0.0,Tier 1,18-24,Influencer,,Fragrance,Yes
CUST00064,New Customers,2,1,654.93,5,1,2,8,0.0,0.43,4.0,1,0,0.0,0.0,8,0,0,0,0,test,0.0,0.2332549019607843,0.43,0.0,Tier 1,45+,Google Search,,Hair Care,No
CUST00065,New Customers,6,1,1911.67,5,1,5,11,0.0,0.0,5.0,1,0,0.0,0.0,3,2,4,0,0,train,0.0,0.16240594699418226,0.0,0.0,Tier 2,25-34,Referral,,Skin Care,Yes
CUST00066,Lost Customers,320,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,11,1,5,60,1,train,0.0,0.3068491704374058,0.0,0.0,Tier 1,18-24,Instagram,,Hair Care,Yes
CUST00067,High-Value but Unhappy,63,2,1246.44,3,3,4,10,0.5,0.2,2.5,2,1,0.0,16.4,1,2,4,5,1,test,0.16666666666666666,0.11319586296056883,0.2,1.0,Tier 1,18-24,Google Search,Silver,Baby Care,Yes
CUST00068,Lost Customers,346,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,5,1,3,60,1,train,0.0,0.14986748545572073,0.0,1.0,Tier 1,18-24,Google Search,Silver,Baby Care,Yes
CUST00069,Potential Loyalists,29,2,874.47,4,3,3,10,0.0,0.225,5.0,2,0,0.0,0.0,9,1,7,0,1,train,0.0,0.3111081663434605,0.225,0.0,Tier 2,25-34,Instagram,,Hair Care,Yes
CUST00070,New Customers,38,1,542.98,4,1,2,7,0.0,0.34,2.0,1,0,0.0,0.0,1,0,1,18,1,train,0.0,0.030261150614091792,0.34,2.0,Tier 1,25-34,Organic,Gold,Baby Care,Yes
CUST00071,New Customers,32,1,2062.5,4,1,5,10,0.0,0.08,4.0,1,1,1.0,33.0,1,2,6,12,1,train,0.6666666666666666,0.1362727860374919,0.08,0.0,Tier 3,25-34,Influencer,,Hair Care,Yes
CUST00072,At-Risk Customers,90,2,1697.84,2,3,4,9,0.0,0.21,2.5,2,0,0.0,0.0,7,1,5,26,1,train,0.0,0.2603897866839044,0.21,0.0,Tier 1,35-44,Organic,,Skin Care,Yes
CUST00073,Potential Loyalists,8,2,1150.72,5,3,3,11,0.0,0.235,2.0,2,0,0.0,0.0,7,1,4,0,0,train,0.0,0.23064404223227752,0.235,0.0,Tier 2,25-34,Google Search,,Hair Care,Yes
CUST00074,New Customers,7,1,824.34,5,1,3,9,1.0,0.23,3.0,1,1,1.0,29.3,14,1,2,22,0,train,0.6666666666666666,0.3517912087912088,0.23,3.0,Tier 2,25-34,Instagram,Platinum,Baby Care,Yes
CUST00075,Champions,3,3,1287.45,5,5,4,14,0.0,0.297,4.67,3,0,0.0,0.0,10,0,0,13,0,train,0.0,0.22560224089635852,0.297,0.0,Tier 3,45+,Referral,,Fragrance,No
CUST00076,Potential Loyalists,20,2,1385.27,5,3,4,12,0.0,0.22,5.0,1,0,0.0,0.0,17,0,0,8,0,train,0.0,0.4517591036414566,0.22,0.0,Tier 1,45+,Referral,,Wellness,No
CUST00077,At-Risk Customers,109,1,394.32,2,1,2,5,0.0,0.36,4.0,1,0,0.0,0.0,0,0,0,20,1,validation,0.0,0.0,0.36,0.0,Tier 3,25-34,Google Search,,Makeup,Yes
CUST00078,At-Risk Customers,139,1,894.45,2,1,3,6,1.0,0.42,1.0,1,0,0.0,0.0,5,0,0,38,1,train,0.0,0.09851540616246499,0.42,0.0,Tier 2,25-34,Referral,,Hair Care,No
CUST00079,Other,191,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,2,0,0,31,1,train,0.0,0.037445378151260506,0.0,1.0,Tier 2,18-24,Marketplace,Silver,Hair Care,No
CUST00080,High-Value but Unhappy,50,1,1461.68,3,1,4,8,0.0,0.11,2.0,1,0,0.0,0.0,11,0,0,3,0,train,0.0,0.25076750700280115,0.11,2.0,Tier 2,25-34,Organic,Gold,Hair Care,No
CUST00081,Champions,19,5,3417.32,5,5,5,15,0.0,0.202,4.0,4,0,0.0,0.0,12,0,0,0,0,train,0.0,0.31654901960784315,0.202,1.0,Tier 3,18-24,Google Search,Silver,Hair Care,No
CUST00082,Lost Customers,254,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,7,3,7,44,1,test,0.0,0.33192609351432883,0.0,0.0,Tier 3,25-34,Referral,,Baby Care,Yes
CUST00083,At-Risk Customers,89,2,806.87,2,3,3,8,0.5,0.335,3.5,1,1,1.0,11.0,9,0,0,17,1,train,0.6666666666666666,0.21360224089635851,0.335,0.0,Tier 2,45+,Marketplace,,Skin Care,No
CUST00084,At-Risk Customers,167,1,1273.18,1,1,4,6,0.0,0.12,5.0,1,0,0.0,0.0,11,1,3,34,1,train,0.0,0.37578905408317176,0.12,1.0,Tier 1,25-34,Google Search,Silver,Skin Care,Yes
CUST00085,New Customers,14,1,1257.8,5,1,4,10,0.0,0.2,5.0,1,0,0.0,0.0,8,0,0,0,1,train,0.0,0.15314285714285714,0.2,0.0,Tier 2,18-24,Google Search,,Skin Care,No
CUST00086,Champions,21,4,1741.15,4,5,4,13,0.0,0.268,4.25,1,1,1.0,6.6,7,2,5,0,0,test,0.6666666666666666,0.290571859513036,0.268,1.0,Tier 1,45+,Influencer,Silver,Hair Care,Yes
CUST00087,New Customers,44,1,933.58,4,1,3,8,0.0,0.38,5.0,1,0,0.0,0.0,1,0,0,15,0,train,0.0,0.018722689075630253,0.38,0.0,Tier 1,25-34,Marketplace,,Fragrance,Yes
CUST00088,At-Risk Customers,98,2,1169.14,2,3,3,8,0.0,0.43,4.5,2,0,0.0,0.0,9,0,1,18,1,test,0.0,0.20161129067011416,0.43,2.0,Tier 2,45+,Organic,Gold,Makeup,Yes
CUST00089,At-Risk Customers,165,1,1513.5,1,1,4,6,0.0,0.4,3.0,1,0,0.0,0.0,12,3,6,31,1,train,0.0,0.3721243266537384,0.4,0.0,Tier 3,25-34,Marketplace,,Hair Care,Yes
CUST00090,Loyal Customers,80,4,1966.31,3,5,5,13,0.0,0.375,4.5,3,0,0.0,0.0,5,0,0,36,0,train,0.0,0.15201680672268908,0.375,3.0,Tier 1,18-24,Referral,Platinum,Baby Care,No
CUST00091,At-Risk Customers,90,1,311.34,2,1,1,4,0.0,0.36,4.0,1,0,0.0,0.0,9,0,0,11,0,train,0.0,0.27704761904761904,0.36,3.0,Tier 1,35-44,Instagram,Platinum,Skin Care,No
CUST00092,New Customers,21,1,430.85,4,1,2,7,0.0,0.26,4.0,1,0,0.0,0.0,1,0,0,3,0,test,0.0,0.020403361344537817,0.26,0.0,Tier 3,25-34,Instagram,,Hair Care,No
CUST00093,Other,85,1,759.64,3,1,3,7,0.0,0.12,4.0,1,0,0.0,0.0,16,4,9,21,1,validation,0.0,0.6251178625296272,0.12,2.0,Tier 1,18-24,Instagram,Gold,Baby Care,Yes
CUST00094,Other,183,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,6,1,4,60,1,validation,0.0,0.21010062486533074,0.0,0.0,Tier 1,25-34,Instagram,,Wellness,Yes
CUST00095,Other,65,1,372.65,3,1,1,5,0.0,0.41,4.0,1,1,1.0,5.3,10,1,2,7,1,train,0.6666666666666666,0.2805419090713208,0.41,0.0,Tier 2,25-34,Instagram,,Skin Care,Yes
CUST00096,High-Value but Unhappy,61,2,1414.75,3,3,4,10,0.5,0.325,2.0,2,0,0.0,0.0,12,0,0,15,0,test,0.0,0.28993837535014005,0.325,0.0,Tier 3,25-34,Organic,,Makeup,No
CUST00097,Champions,1,3,2946.09,5,5,5,15,0.0,0.41,2.33,1,0,0.0,0.0,0,0,0,0,0,train,0.0,0.0,0.41,0.0,Tier 3,45+,Instagram,,Baby Care,Yes
CUST00098,Other,184,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,8,0,0,49,1,train,0.0,0.15314285714285714,0.0,0.0,Tier 2,18-24,Instagram,,Fragrance,No
CUST00099,At-Risk Customers,144,2,1471.51,2,3,4,9,0.0,0.105,5.0,1,0,0.0,0.0,4,2,5,27,0,train,0.0,0.2175970695970696,0.105,0.0,Tier 2,45+,Organic,,Fragrance,Yes
CUST00100,Other,70,1,372.37,3,1,1,5,0.0,0.29,5.0,1,0,0.0,0.0,1,0,0,29,0,validation,0.0,0.01704201680672269,0.29,0.0,Tier 1,25-34,Referral,,Skin Care,No
CUST00101,At-Risk Customers,108,2,1240.21,2,3,4,9,0.0,0.255,4.5,2,0,0.0,0.0,2,0,0,27,1,train,0.0,0.05075070028011204,0.255,0.0,Tier 3,35-44,Marketplace,,Baby Care,Yes
CUST00102,Other,83,1,732.65,3,1,3,7,0.0,0.16,5.0,1,0,0.0,0.0,2,0,1,7,0,train,0.0,0.07069252316311139,0.16,0.0,Tier 2,35-44,Organic,,Skin Care,Yes
CUST00103,New Customers,21,1,1469.96,4,1,4,9,0.0,0.08,5.0,1,0,0.0,0.0,6,1,4,0,0,train,0.0,0.20673928032751562,0.08,0.0,Tier 2,25-34,Marketplace,,Makeup,Yes
CUST00104,At-Risk Customers,93,1,955.63,2,1,3,6,0.0,0.31,5.0,1,0,0.0,0.0,3,0,3,27,1,validation,0.0,0.10240810170221934,0.31,0.0,Tier 1,35-44,Organic,,Makeup,Yes
CUST00105,New Customers,46,1,2052.43,4,1,5,10,0.0,0.18,5.0,1,0,0.0,0.0,1,0,3,3,0,train,0.0,0.05669941822882999,0.18,0.0,Tier 3,18-24,Instagram,,Makeup,Yes
CUST00106,Other,61,1,436.15,3,1,2,6,0.0,0.24,3.0,1,0,0.0,0.0,5,0,0,21,1,train,0.0,0.10859943977591036,0.24,0.0,Tier 3,25-34,Influencer,,Wellness,No
CUST00107,Potential Loyalists,12,2,1658.13,5,3,4,12,0.0,0.125,5.0,2,0,0.0,0.0,2,0,0,10,0,validation,0.0,0.05411204481792717,0.125,0.0,Tier 2,18-24,Organic,,Baby Care,No
CUST00108,New Customers,44,1,1074.5,4,1,3,8,1.0,0.22,1.0,1,1,1.0,18.1,5,0,0,11,1,train,0.6666666666666666,0.10033613445378152,0.22,0.0,Tier 3,18-24,Organic,,Skin Care,No
CUST00109,At-Risk Customers,92,2,1622.28,2,3,4,9,0.0,0.255,4.5,2,0,0.0,0.0,1,1,3,16,0,test,0.0,0.07833807369101486,0.255,1.0,Tier 1,25-34,Instagram,Silver,Skin Care,Yes
CUST00110,Champions,35,3,2424.8,4,5,5,14,0.0,0.233,5.0,2,2,0.5,34.9,4,0,0,8,1,train,0.5833333333333333,0.08987675070028012,0.233,0.0,Tier 2,35-44,Referral,,Skin Care,No
CUST00111,At-Risk Customers,178,1,1135.09,1,1,3,5,0.0,0.23,5.0,1,0,0.0,0.0,3,0,1,33,1,test,0.0,0.07106787330316743,0.23,1.0,Tier 2,25-34,Google Search,Silver,Skin Care,Yes
CUST00112,Champions,0,4,2225.98,5,5,5,15,0.0,0.3,3.75,3,0,0.0,0.0,4,0,0,0,0,train,0.0,0.08987675070028012,0.3,0.0,Tier 1,18-24,Marketplace,,Hair Care,No
CUST00113,Potential Loyalists,28,2,1601.31,4,3,4,11,0.0,0.385,4.0,2,0,0.0,0.0,17,0,0,2,0,train,0.0,0.34657703081232494,0.385,1.0,Tier 1,35-44,Google Search,Silver,Hair Care,No
CUST00114,Lost Customers,239,0,0.0,1,1,1,3,0.0,0.0,3.5,0,0,0.0,0.0,3,1,4,41,1,test,0.0,0.1473499245852187,0.0,0.0,Tier 1,25-34,Google Search,,Hair Care,Yes
CUST00115,At-Risk Customers,159,1,596.54,1,1,2,4,0.0,0.14,3.0,1,0,0.0,0.0,12,2,10,23,1,train,0.0,0.4117655677655678,0.14,2.0,Tier 3,35-44,Instagram,Gold,Skin Care,Yes
CUST00116,At-Risk Customers,143,1,452.08,2,1,2,5,0.0,0.27,5.0,1,0,0.0,0.0,10,2,4,26,1,validation,0.0,0.30845076492135315,0.27,0.0,Tier 1,25-34,Referral,,Hair Care,Yes
CUST00117,At-Risk Customers,123,2,1268.88,2,3,4,9,0.0,0.28,3.5,2,0,0.0,0.0,2,0,0,27,1,train,0.0,0.05243137254901961,0.28,1.0,Tier 1,18-24,Marketplace,Silver,Baby Care,No
CUST00118,New Customers,27,1,689.56,4,1,3,8,0.0,0.18,5.0,1,0,0.0,0.0,2,0,0,1,0,train,0.0,0.05579271708683474,0.18,1.0,Tier 3,25-34,Referral,Silver,Baby Care,Yes
CUST00119,Other,69,1,2019.98,3,1,5,9,0.0,0.25,4.0,1,1,0.0,6.0,12,0,0,1,0,train,0.16666666666666666,0.2832156862745098,0.25,0.0,Tier 1,25-34,Instagram,,Skin Care,No
